Unnamed: 0,ano,nivel,tipo_contrato,cargo,salary,salary_currency,salario_usd,pais_profissional,remoto_ratio,pais_empresa,company_size,nivel_legivel,modalidade
596,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Sênior,Remoto
597,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Sênior,Remoto
598,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M,Pleno/Mid,Remoto
599,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Pleno/Mid,Remoto
600,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M,Júnior/Entry,Presencial
601,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M,Júnior/Entry,Presencial
602,2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,Sênior,Remoto
603,2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,Sênior,Remoto
604,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M,Sênior,Presencial
605,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,Sênior,Remoto
606,2022,MI,FT,AI Scientist,200000,USD,200000,IN,100,US,L,Pleno/Mid,Remoto
